LANG,TEXT
Achuar,"Nunia chikich Yuse awemamuri nekas kakaram aa nuna yurangminam pachinak, nayaimpinmaya taarun wainkamjai. Tura tsengkrutin tungkiangkua tumau ni muuken tenteaun wainkamjai. Tura yapiisha tsaa tsantua timianun tsantun wainkamjai. Tura kujapesha ji keawa tumaun wainkamjai.
"
Achuar,"Tamati Jesús nuna antuk chicharak: —Shamkaip, antsu nekasampita tusam, wína nintimtursata. Turakminka nawantrumka pengker wajastatui, —timiayi.
"
Achuar,"Nuniangka Jesús Yusen seak: “Apaachiru, ameka mash nayaimpinmaya ainau Apurinme. Tura mash nungkanmaya ainau Apurinme. Tura asam aints ningki nintimsar: ‘Wikia nekau aintsuitjai,’ tinauka ju chichaman nekaacharti tusam uukuitme. Antsu uchia nunisarang nintiminau ju chichaman paan nekaawarti tusam nekamtikiawaitme. Tura asakmin maaketai tajame.
"
Achuar,"Tura mash Cristonu asaram, judíochu ainautirmincha, tura judío ainautincha mash irur ni Wakanin ii nintin engketramau asamtai, ii Apaachiri Yuska seatnuitrume.
"
Achuar,"Tura ujakaram Jesús ni tepamunam weri, uwejen tap achik inankimiayi. Turamtai tsuweamuri karmachu michatramiayi. Tura michatar wajaki irasartas taarun yuramiayi.
"
Achuar,"Tura asar iikia atumin aatjirme nu aujsaram ¿warintua? tusaram paan nekaatnuitrume. Antsu chicham nekaachminun aa nunaka aatsujrume. Ii Apuri Jesús taamtai, atumka iin pachikratsaram warastinuitrume. Tura iisha atum pachisar warastinuitji.
"
Achuar,"Nuni jakaramtai nukap arus, ni weari ainau José kunchinka jukiar, Siquem nungkanam iwiarsarmiayi. Abraham: Ii weari nuni iwiarsami tusa, nungka Hamora uchirinu amia nuna ni kuikiarijai sumaku asamtai, nuni iwiarsarmiayi.
"
Achuar,"Tura inintramun untsurin iniasmiayi. Tura wainiat Jesúska pengké aitsuk wajamiayi.
"
Achuar,"Tura iin nukap waramtikiartusu asakrumin, iisha warasar atum pachisar Yus maaketai tayatrik, nuna nangkamasrik tuke maaketai titasar wakeraji.
"
Achuar,"jakamin nekapnuyajai. Tura nuna nekau asan, Yus Moisésan umirkatin chichaman aints ainau pengker pujusarti tusa akupkau wainiatnak, nu chichamnaka umikchau asan: Wi jakamtaikia Yus wait wajaktiniun surustinuapita, tu nintimsan pujuyajai.
"
Achuar,"Jesús nuikiartutai chichaman untsuri aints ainaun nuinimiayi. Antsu nuikiartutai chichamchaujaingkia aints ainaun nuinichmiayi.
"
Achuar,"Chikich aints Yusen nekasampita tinu asaramtai, kayajai tukuar maawarmiayi. Tura chikicha namangkencha serúchjai charukar maawarmiayi. Chikich aints Yusen nekasampita tinu asaramtai saapijai maawarmiayi. Turinamtai chikich ainau entsatiri atsau asamtai, uwija nuwapencha, tura chipu nuwapencha kachumawarmiayi. Tura asar wait wajau armiayi. Tura chikich ainauncha niin pasé awajin armiayi.
"
Achuar,"Yus aints ainautin nu uwemratin chichaman nekamtikramau asamtai, nekas tunaarinchau pujusminuitrume tusa, iincha nekarmaji. Cristo nekasampita tinu asakrin, Yus: Nekas ame pengkeraitme turamji. Antsu chikich uwemratin chichamka pengké atsawai. Yaanchuik Yuse chichame etserin nuna pachis tu aarmiayi: “Yusen nekasampita tinauka tuke iwiaaku pujusartin ainawai.”
"
Achuar,"Tura jeanam wayaarume nuning kanurtaram. Antsu chikich chikich jeanmaka kanukni wajairap. Tura takakminauka tuke akiktin asaramtai, atumin yutancha suramina nuke yuwataram. Tura amutincha suramina nuke amurtaram.
"
Achuar,"Tura ni nemase mash nepetkatin asa, nungka amuamunam aints ainau pengké jakacharti tusa Cristo jatancha nepetkatnuitai.
"
Achuar,"Tu tinamtai Jesús chicharak: —Tuuka aujmatrutsuk asataram.
"
Achuar,"Ii juuntri Enoc Yusen nekasampita tinu asamtai, Yus nayaimpinam iwiakmiayi. Tura Yus niin jukin asamtai wainkacharmiayi. Tura asamtai Yuse chichame tu aarmawaitai: “Enoc nayaimpinam watsuk nungká pujusang Yusen pengker awajnuyayi.”
"
Achuar,"Tura chikich ainaun pachisan: Nuka pengkeraitai, antsu kichka paseetai tayatun, wiki nintimsanak nunaka tatsujai. Antsu wína akuptukmia nusha nunisang nunaka tawai. Tura asamtai wi taja nuka nekasaintai.
"
Achuar,"Tu nintimmatai Yus chicharak: ‘Ameka nintinchawaitme. Ju kashiti jakatatme. ¿Turakmin warinchurmesha ame ukusmame nusha yanawa atata?’ timiayi.
"
Achuar,"Moisés iin chichaman akupturmak: Nuwa tumauka kayajai tukur maatnuitai, tu aatramramiaji. ¿Tura amesha warinme? —tu iniasarmiayi.
"
Achuar,"Nunia Tíquicojai ii aneetiri yachí Onésimon akuptuktatjarme. Nuka atumniayaintai. Nu jimiar aintska: Ii itiur pujaji nuna pachis mash ujatmaktatrume.
"
Achuar,"Tura nu aintsu inatiri kuikian cinco warang jukimia nuka nu kuikiajai sumak tura suruk takaa takaaka, ataksha kuikian cinco warangkan juki irurmiayi.
"
Achuar,"Tura Cristonam uwemratin chichamka timiá pengker asamtai, atumsha pengker aa nuke turataram. Tura asakrumin atumin jiisan, tura atumin jiitsuk yajá pujaknasha, atum pengker turamurmin anturkatasan wakerajrume. Tura mash metek iruntraram Cristo nekasampita tusaram chikich ainausha Cristonam uwemratin chicham mash metek nintimsaram ujaktaram.
"
Achuar,"Tura asan wína wear mengkatatnunam wearai tusan, niin uwemtikrachmin ayatnak, niin uwemtikramnawaitkunka, wikia Cristonmaya kanakan ni wait wajaktintrincha juruktasan wakerin ajai.
"
Achuar,"Tura nungka meseatsaing, uwemratin chichaman mash nungkanmaya ainamunam etserkartinuitai.
"
Achuar,"Nunia Jesúsa nuiniatiri ainau chicharnainak: —¿Yáki iin nangkatamsangsha ati? —tunaiyarmiayi.
"
Achuar,"Tuuka nintimrachmin ainayat: “Pengker aa nuna wainkartas wakerinakka ¿waruka tunau turutskesha?” nangkamiar anangkinak tinawai. Aints ainau wína pachitsar tsanurinak: “Tunau aa nu turakrumka pengker aa nu wainkatatrume,” tu nuikiartawai, atumin anangraminak tinawai. Tu tinu asar, nekasar wiasmamkartin ainawai.
"
Achuar,"Tura yamaikia Yuse Wakani iin engkemturma pujamtaikia, ni wakera nuke umiktinuitji.
"
Achuar,"Tura Herodes jakamtai, Cristonu ainau Yuse chichamen angkan etserkarmiayi. Tura asaramtai aints Yuse chichamen untsuri antukarmiayi.
"
Achuar,"Juan kamiyu uren kachumnuyayi. Peetirincha nuwap najanamun peeyayi. Tura manchincha yuyayi. Tura wapasa yumirincha uminuyayi.
"
Achuar,"Tura ni nijajin ni naaringkia aarmaun wainkamjai. Nu aarmauka nuwaitai: “Juun yakat Babiloniaka kungkatip ainau nukurintai. Tura mash nungkanmaya tsuutmai turin ainau nukurintai.”
"
Achuar,"Tura kajerkaran chicham yapajiachminun chicharinakun: Wi Yus asan, pengke nungkanam tuke pujustinaka tsangkatkashtatjarme, timiajai. Yus timiayi.” Tu aarmawaitai.
"
Achuar,"Chikich nungkanmaya ainau mash wína eatkarat tusan, tura mash wína aintsur arat tusan turatnuitjai, Yus timiayi.
"
Achuar,"Aneetir yatsur ainautiram umaarutirmesha antuktaram: Yus kuikiartichu ainauncha umirtuktaram tusa, nekas pengker awajsatas wakerawai. Tura wína uchir asaram, tura wína aneetir asaram, wína pujutirun pengker pujusmintrum wini winitaram. Tura nayaimpinam jearmeka: Atum chikich aints inarmintrum tusa Yuska wakerawai.
"
Achuar,"Jesús tumingti kashik jaka nantaki, Magdalanmaya Marín nuná eemak wantintukmiayi. Nu Marínaka yaanchuik iwianchrin siete (7) jiirkimiayi.
"
Achuar,"“Apu jimiar metek nintimtsuk pujuinaunka aints kichkisha umirkartatkama tujintinawai. Antsu kichnaka nakitinak kichan aneeniartinuitai. Tura kichkin umirinak, kichnaka pachischartinuitai. Tura asamtai atumka warinchu ainau aneakrumka aya nuke aneetaram. Antsu Yus aneakrumka aya Yusek aneetaram. Antsu mai aneakrumka nuka yumtinuitai,” Jesús timiayi.
"
Achuar,"Nunia aints ainau uchi irunun itariar, Jesúsan seainak: —Ame uchi muuken achikiam Yus seatrita, —tusar itariarmiayi. Tinamtai ni nuiniatiri ainauti chicharkur: —¿Waruka apusha waitkarme? —timiaji.
"
Achuar,"Nuwa ainausha, ni uchirin jakaun inankimun wainkarmiayi. Antsu chikich ainaun Yusen umirin asaramtai, wait wajaktinasha nukap susar maawarmiayi. Tura nu aints ainaun mainatsaing: Yusen umirkashtatjai takumningkia maashtatjame tinamaitiat, Yusen nekasampita tinau asar: Iikia jakarsha nayaimpinam pujustatji tusar jakarmiayi.
"
Achuar,"Tura Pablo wayaamtai, judío Jerusalénnumia kaunkaru asar, Pablon tentakar nangkamiar chicharinak: —Juka nekas tunau untsuri turamiayi, —tusar tsanumriarmiayi.
"
Achuar,"Nunia Sala Cainánka uchiri ayayi. Nunia Cainán Arfaxada uchiri ayayi. Nunia Arfaxad Sema uchiri ayayi. Nunia Sem Noé uchiri ayayi. Nunia Noé Lamecka uchiri ayayi.
"
Achuar,"Tura iin jiyatmaktas winitramtsujiash tusaram shamayatrum, ni tímia nuka mash miatrusrumek umirkamiarume. Tura asakrumin Tito nuna nintimias nukap waraawai.
"
Achuar,"Turutmatai Yuse awemamurinia papichin jukin yuwamjai. Tura ni turutmia nunisang jangkerun yumin wajatrukmayi. Antsu yuwan umisan wakerun engkema yapau wajatrukmayi.
"
Achuar,"Yamaikia arut chichaman Moisés ii juuntri ainaun: Mash umirkataram tusa najanamia nuka tura Yus seatai juun jea tarach najanamunam Yusen searmia nuka yamaikia nintimrarmi.
"
Achuar,"Nuwawach jaka nantakin asamtai, nu nungkanmaya ainau nuna pachisar untsuri etserkarmiayi.
"
Achuar,"Yusru, wína wakantrusha jakatniunmaka ukurtuschatnuitme. Tura ami inatiram nekas pengker asamtai, ni namangkesha kaurti tusamka tsangkamrukchatnuitme.
"
Achuar,"Tuminamtai Jesús taa, ni nuiniatiri namangken anting chicharak: —Shamkairap, antsu wajaktaram, —timiayi.
"
Achuar,"Jean jeamin kayan jeamkartas nuná eemkar nungkan tainiar kaya juuntan wewe amij tusar jintinawai. Jesucristo nu kaya nunisang asa iin uwemtikramratnuka nuketai.
"
Achuar,"Tamaitiat Simón ayaak: —Nuikiartinu, namak achiktai tusar, kashi rede ujua ujuaka tsawaayatur kichkisha achikchaji. Antsu ame turutu asakmin ujungtajai, —timiayi.
"
Achuar,"Ii Apaachiri Yus ii Apuri Jesucristojai ni nemarkautirminka mash angkan pengker pujustinun suramsarti tajarme. Tura Cristo nekasampita tinu asakrumin, tuke aneenisrum pujustaram tusa, atumin yainmakarti.
"
Achuar,"Tura aints wína nemartustas wakerayat, mantuwarai tusa shamak nemartutan nakitakka wínaka nemartuschatnuitai.
"
