LANG,TEXT
Achuar,"Tamati Ananías we, Saulo pujamunam jea, nuni waya ni uwejejai muuken achik chicharak: —Yatsuru Sauloa, ame jinta winamin Apu Jesús wantinturmak amijai chichasma nuka amincha wainmamtikiat tusa, tura Yuse Wakani ami nintimin piatramkat tusa wina akuptuki, —timiayi.
"
Achuar,"Tura asaram chikich ainau suwirpiaku jiisrum pujarme. Tura jiyani pujau asaram atumi wakeramuri nintimsaram pujarme. Tura ju nungkanmaya ainau nintimina nunisrumek tura pujuina nunisrumek atumsha tuke pujarme.
"
Achuar,"Cristo ningki wakerak, iin uwemtikramratas jarutramkau asa, Yusen pengker awajsamiayi. Tura asamtai Cristo iin anenma nunisrumek atumsha aneenitaram.
"
Achuar,"Tura susaram Jesús nuna achik, ni nuiniatiri jiimia wajainai yuwamiayi.
"
Achuar,"“Tura asamtai aneartaram. Turaram nu nangkamtaik wína anenkuram pujumiarme nunisrumek ataksha pujustaram. Turachkurminkia wikia atumin jean, atumi yaktarinia ji keaa nunaka juruktatjarme. Tura asamtai wína umirtuku ainau atumi yaktarin iruntrachartinuitai. Antsu atumi ninti yapajiaram, ataksha miatrusrumek wína anenkurminkia nunaka turashtinuitjarme.
"
Achuar,"Ii aneetiri tsuwakratin Lucascha chichaman akupturmarme. Nunia Demascha nunisang chichaman akupturmarme.
"
Achuar,"Tura aints ainaun chicharak: —Yus aints ainaun nayaimpinmaya inartin kinta jeau asamtai, atumi tunaari inaisaram tuke Yus nemarkataram, —timiayi.
"
Achuar,"Turutmatai Yuse awemamurinia papichin jukin yuwamjai. Tura ni turutmia nunisang jangkerun yumin wajatrukmayi. Antsu yuwan umisan wakerun engkema yapau wajatrukmayi.
"
Achuar,"Tamati nuna antukar ni nuiniatiri ainau: —¿Ni suruktincha yáki at? —tunaiyarmiayi.
"
Achuar,"Tura asamtai Yus ni chichamen etserin ainaun akupkati tusaram Yus seataram, —Jesús turammiaji.
"
