LANG,TEXT
Achuar,"Nuna turinai sacerdote apuri Jesúsan iniak: —¿Ami nuiniatirmesha ya ainia? ¿Tura warimpia ami nuiniatirmesha nuininuyame? —timiayi.
"
Achuar,"“Ju nungkanmaya aints kichkisha nayaimpinam wakaar ataksha tarauka ainatsui. Antsu wikia aints akiinayatun Yus akupkamu asan, nayaimpinmaya taramiajai.
"
Achuar,"Tura waininayat Pablo Bernabéjai untsuri kinta nuni pujusarmiayi. Tura ii Apurin nintimsar shamkartutsuk: Yus aints ainaun pengker awajsatas wakerawai tusar ujakarmiayi. Tu ujakaramtai Yus: Nuna wína kakarmarjai etserinawai tusa, wainchati takatnasha aintska itiurkachminun najanmamtikiamiayi.
"
Achuar,"Tura asamtai yamaikia ii namangke wakera nuka wakerutsuk, antsu Yuse Wakani wakera nuke wakerau asar, yamaikia Yus umirkatin chicham miatrusrik umirnuitji.
"
Achuar,"Yuse chichamesha tu aarmawaitai. Yus chichaak: ‘Tangku ainauka maaram wina surustaram tusanka wakeratsjai. Antsu aints ainau wait anentrataram tusan wikia wakerajai,’ timiayi. Nu aarmau antukuitkurmeka, aints tunau takachu ainaun: Nuka tunau turayi tichamnawaitrume.
"
Achuar,"Tura etserinamtai aints untsuri nu yaktanmaya jiinkiar: Jiimi tusar Jesúsnum jear, aints nuwik iwianchrintin pujuya nu pengker wajas wejmakan entsar, pengker nintimias Jesúsa nawenini pujaun wainkar shamkarmiayi.
"
Achuar,"Wína Apaachiru chichamen tuke umiru asan, tuke ni aneetirinjai. Atumsha nunisrumek wína umirtuktin chicham tuke umirtakrumka, wína aneetiruitrume.
"
Achuar,"Yus Moisésan chichaman akuptatsaing, aints ainau yaanchuik tunau turuwarmiayi. Antsu Moisésan chichaman akuptachmataikia, tunausha nekaachmin ayayi.
"
Achuar,"Jesús tu iniam judío juuntri ainau aiminak: —Nekas pengker takat takaakminia: Kayajai tukur maatai tatsuji. Antsu ameka aintsutiatum, wikia Yusetjai tumamu asakmin, kayajai tukur maatai taji, —tiarmiayi.
"
Achuar,"Tamati nuna antukar ni nuiniatiri ainau: —¿Ni suruktincha yáki at? —tunaiyarmiayi.
"
