LANG,TEXT
Achuar,"Nuna nintimsan pujai, aints Cesareanmaya akupkamu ainau wína eatkiar wi pujamurun tarutiarmayi.
"
Achuar,"Tamati Pedro ataksha iniak: —Apuru ¿waruka yamaikikia winichminuitme turutme? Wisha amin ayamruktasan jatan wakerajai, —timiayi.
"
Achuar,"Tura Maríkia Elisabetjai kampatam nantun pujus, nuniangka ni jeen waketkimiayi.
"
Achuar,"Tamati nijai ayaamsar wajainau Pablon chicharinak: —Maj, sacerdote juun apuri wainiatmesha ¿waruka tuusha chicharme? —tiarmiayi.
"
Achuar,"Tura asamtai aints Yusen nekasampita tayat, pengker aa nunaka takatsuk pujaunaka Yuska pengkeraitai tatsui. Antsu aints Yusen nekasampita taunaka, tura pengker aa nuna takaunaka Yuska pengkeraitai tawai.
"
Achuar,"Israel ainausha untsuri niin nakitrartinuitai. Antsu ju uchi pengker nintimtusar pujuinautinka Yuska pengker awajtamsatnuitji. Uchirmin nakitinamtai, aints ainau kichik kichik itiur nintiminawa nuka paan nekaatnuitme. Tura nangkijai ijumua nunismek nintim najamrutmitnuitai, —tu ujak Simeón Marín ukukmiayi.
"
Achuar,"Tura nuna nangkamasnak ¿Cristonu ainau chikich chikich yaktanmasha itiur pujuinawak? tusan kintajai metek nintimnuyajai.
"
Achuar,"Tura ni nijajin ni naaringkia aarmaun wainkamjai. Nu aarmauka nuwaitai: “Juun yakat Babiloniaka kungkatip ainau nukurintai. Tura mash nungkanmaya tsuutmai turin ainau nukurintai.”
"
Achuar,"Wikia iwiaaku pujaknaka tuke Cristonak nintimsan pujajai. Antsu jakanka tuke Cristojai tsaniasan pujustinuitjai. Nuka timiá pengkeraitai.
"
Achuar,"Tinamtai Jesús aimiak: —Yanchuk etserkamja nuka antukiatrumsha, nekasampita turutsurme. Wína Apaachirka turata tusa akuptuku asamtai, wi turaja nusha wainkaram: Nuwaapita tusaram paan nekaatnuitrume.
"
Achuar,"Jesúska tunaarinchau tura timiá pengker pujau wainiatrum, atumka nakitramiarume. Antsu mangkartin aintsun jiiki akupkati tusaram, Pilato seamiarume.
"
Achuar,"Turamtai Yus najanamu ainau mash nayaimpinmasha, tura nungkanmasha, tura nungka nitkarin pujuinausha, tura juun entsanam pujuinausha chichainak: “Juun apu keemtairin keta juka Uwija Uchirijai metekaitai. Ni tuke maaketai timinuitji. Tura tuke: Ameketme juuntam timinuitji. Tura: Ameketme kakarmam tusar, tuke inaitsuk pengker awajsarminuitji,” tinaun antukmajai.
"
Achuar,"Nunia Yuse chichame niin pachis aarmaunasha Jesús ni nuiniatiri ainaun nekamtikiamiayi.
"
Achuar,"Tura ni wejmakrin tura ni makuincha chikich naari aarmaun wainkamjai. Nu aarmauka nuwaitai: “Mash Apu Ainau Apurintai. Tura Mash Juun Ainau Juuntrintai.”
"
Achuar,"pujut nangkankashtin pachisrum Cristo chichame chikich aints ainausha nekamtikiataram. Nu turakrumka Cristo tatin kinta jeamtai wínaka waramtikrustinuitrume. Nu turakrumningkia wisha nintimsan: Wikia wait wajayatnak tuke wekaasan, Yuse chichamen etserkamiaja nunaka nangkamniaka etserkachmiajai titinuitjai.
"
Achuar,"Tura asakrin Jesús pajas jiimias: —¿Atumsha yaachia earme? —turammiaji. Turammatai iisha: —Nuikiartinu ¿tunia pujame? —tu iniasmiaji.
"
Achuar,"Nunia chikich Yuse awemamuri siete (7) aa nuka piningnum engkeamun nasenam ukaun wainkamjai. Tura nasenam ukaram, Yuse jeen nayaimpinam amia nuna keemtairinia kakarman untsumun antukmajai. Nu untsumauka nuwaitai: “Wait wajaktinka yanchuk umismawaitai.”
"
Achuar,"Nunia Jesús ni nuiniatiri ainaujai Jericó yaktanam jearmiayi. Tura nunia jiinkiar, aints untsuri Jesúsan nemarkarmiayi. Tura jinta weenai, aints wainmichun, Timeo uchiri Bartimeo naartinun jinta yantamen pujaun wainkarmiayi. Nu aintska tuke aints nangkaaminaun kuikiarin seauyayi.
"
Achuar,"Ii ainauti Pascua fiesta jeatsaing, uwija uchiri mainuyaji. Turarin wainiat Cristo uwijaya nunisang jarutramak, ii tunaurin akiimiatramkamiaji. Tura asamtai yamaikia ii ainauti pang mangkarat tusar, engkeamiaji nu ii jeenia mash japnuyaji nunisrumek atumi tunaari mash inaisaram ukukrum, nekasrum tunaarinchau wajastaram. Cristo atumi tunaurin japrutmau asamtai, yamaikia pang mangkarchawa nunisrumek arume.
"
Achuar,"Wi atumin miatrusnak yaingtasan wakeraja nunisang Yus Titoncha nintimtikrau asamtai, wikia Yusen maaketai tajai.
"
Achuar,"Nuka wait chichaman pengké chichascharu asaramtai, nu aints ainaun pachisar: Tunaachawaitai tiartinuitai.
"
