LANG,TEXT
Achuar,"Tura aints jakamunmaya nantakchamin awaitmatikia, Cristosha jakamunmayanka nantakchau ayi.
"
Achuar,"Tura asamtai Yus nu nangkamtaik nungkan najantsuk nintimias: Wína Uchir Cristo nukap arus aints niin umirinak pujusartinua nuna tunaarin sakatramu asa, tura aintstin timiá anenmau asa iincha pachitmas: Nu aints ainauka nekasar tunaarinchau wína Uchirnau arti tu nintimturmasmiaji.
"
Achuar,"Wína Apaachiru chichamen tuke umiru asan, tuke ni aneetirinjai. Atumsha nunisrumek wína umirtuktin chicham tuke umirtakrumka, wína aneetiruitrume.
"
Achuar,"Yus shamamunka suramsachmiaji, antsu ni kakarmarin, tura ni anengkratairincha, tura nekas paan nintimratnuncha iin suramsamiaji.
"
Achuar,"Tura asar ju nungkanam iwiaaku pujakrikia wait wajakur wake mesemar pujaji. Turayatrik nekasar jakatasrikia wakeratsji. Antsu aints entsatin yamarman entsawa nunisrik yamaram namangjai tuke pujustasar wakeraji.
"
Achuar,"Nu Melquisedec naartinun pachisan chichaman untsuri atumin ujakminuitjarme. Turayatrum atumi kuwishi jampekua nunisrumek pujau asakrumin, yamaikia atumin ujaktatkaman yuumatajrume.
"
Achuar,"Turam nu natsa aparin chicharak: ‘Apaachi, wikia Yusjai tura amijaisha tunau wajasjai. Tura asan yamaikia ami uchiram wajatnaka natsaamajai,’ timiayi.
"
Achuar,"tura Simón yaanchuik mesetan najanin amia nu, tura Judas Iscariote, Jesúsan ukunam anangka surukmia nuwaitai. Ainchik: Wi akupkatnuitjarme tusa Jesús inaitamkamiaji.
"
Achuar,"Nunia fariseo ainaujai tura Moisésa chichamen nuikiartin ainaujaisha chichas umis, ataksha aints ainaun untsuk chicharak: —Anturtuktaram. Tura wi taja nuka nekaataram.
"
Achuar,"Tura arakchichu we, nungka pinakumar tepes, Yusen seak: “Apaachi, ame wakerakmeka, wi wait wajaktinka tsangkamrukaip. Turayat wi wakeramurka achati, antsu ame wakerame nuke ati,” Jesús timiayi.
"
Achuar,"Tamati Juan Jesúsan chicharak: —Nuikiartinu, chikich aints amin naarmin pachis iwianchin jiiki akupausha wainkamji. Tura iijai tsanias wekaachu asamtai, iwianch jiikim akupkaip tusar suritkamji, —timiayi.
"
Achuar,"Antsu aints wína pachitas chikich aints antinamunam: Wikia Jesúsnauchuitjai taunka wisha nunisnak Yuse awemamuri antinamunam: Nuka wína aintsruchuitai titinuitjai.
"
Achuar,"Wikia wetsuk nuná eemkan yamaik ujaajrume. Tura wi weamtai, nekasampita turutmintrum tusan nunaka tajarme.
"
Achuar,"Nu aints ainauka ningki nintimsar nu chichaman akupinau asar, aints ainaun: Nu umirkataram tusar nuininawai. Antsu waring achat ii yuwajina, tura umajina tura takajina nuka mash amukatnuitai.
"
Achuar,"“Tura asamtai aneartaram. Turaram nu nangkamtaik wína anenkuram pujumiarme nunisrumek ataksha pujustaram. Turachkurminkia wikia atumin jean, atumi yaktarinia ji keaa nunaka juruktatjarme. Tura asamtai wína umirtuku ainau atumi yaktarin iruntrachartinuitai. Antsu atumi ninti yapajiaram, ataksha miatrusrumek wína anenkurminkia nunaka turashtinuitjarme.
"
Achuar,"Nunia Yusen sea umis, Jesús ni nuiniatiri ainautijai entsawach Cedrón tutai katingkiar, numi arakmaunum wemiaji.
"
Achuar,"Nunia ataksha chicharak: “Atumka napia tumawaitrume. Tu pujau asaram ¿Yus aints ainaun ji kajintrashtinnum akupamtaisha itiurak uwemratrume?
"
Achuar,"Tinamtai Judas Yus seatai juun jeanam nu kuikian nangkimiá japa ukuki, nunia jiinki we, naekjai kuntujen jingkiama, nunia tsekengki nema iyaar jakamiayi.
"
Achuar,"Nunia Tíquicojai ii aneetiri yachí Onésimon akuptuktatjarme. Nuka atumniayaintai. Nu jimiar aintska: Ii itiur pujaji nuna pachis mash ujatmaktatrume.
"
