LANG,TEXT
Achuar,"Turamtai Moiséska Yuse inatiri asa, Yuse aintsri ainaun pengker wainuyayi. Tura ukunam atinua nuna pachis chichaman etsernuyayi.
"
Achuar,"Nuni wekaamunam aints wainmichu jimiar jinta yantamen keemsar, Jesús winawai tamaun antukar untsuminak: —Apurua, Davidta weariya, iincha wait anengkratkata, —tiarmiayi.
"
Achuar,"Yuse Wakani: Asia nungkanam Yuse chichame etserkairap, tusa surimkamiayi. Tura asamtai, Pablo Silasjai Frigia nungkanam nangkamakiar, nunia Galacia nungkanam nangkamakiar,
"
Achuar,"Antsu nekasrum tu chichastinuitrume: Ii Apuri wakeramtaikia, tura iisha iwiaaku pujakrikia, nuka turatatji timinuitrume.
"
Achuar,"Tura nawan cinco (5) irunuka umikcharu asar, namparingkian takusar weenayat olivo machari amukamtai, ataksha yarakmi tutsuk kajinmakiar aintsarang wearmiayi. Antsu chikich nawan cinco (5) irunu kajinmakcharu asar, namparingkian umisar, olivo macharin mutinam yarakar takuarmiayi.
"
Achuar,"Aints Yuse chichamen antutan wakerinamtaisha, tura antutan nakitinamtaisha nunismek tuke ukutsuk ujakta. Atumi tunauri ukuktaram tusam tura: Pengker aa nu turataram tusam, aints ainau nuiniarta. Antutan nakitinau wainiatmek, kajertsuk pengker nintimsam tuke Yuse chichame nuiniarta tajame.
"
Achuar,"Tura Cristo Jesúsnau asan, wikia pengker nintimsan: Yuse wakeramurin najanau asan, ni takatrin miatrusnak takau ayajai timinuitjai.
"
Achuar,"Nunia Jesúsa nuiniatiri ainau chicharnainak: —¿Yáki iin nangkatamsangsha ati? —tunaiyarmiayi.
"
Achuar,"Jesús nayaimpinam waketkitnuri jeatak wajasamtai, shamtsuk Jerusalénnum wetan wakerimiayi.
"
Achuar,"Cristo wantintsaing Yus Imiakratin Juankun akupkamiayi.
"
Achuar,"Tura aints jimiarchiksha, tura kampatmaksha Yuse kakarmarijai Yuse chichamen etserkartinuitai. Turinamtai ¿pengkerashi? tusar chikich ainausha nekaawartinuitai.
"
Achuar,"Aints timiá tunau asaramtai, apu Yus timiá kakaram asa, kichik kintatik wait wajaktiniun susatnuitai. Tura asa jatancha, tura nukap wait wajaktinnasha, tura tsukancha akupkatnuitai. Nunia ni yaktarinka jijai keemaktinuitai,” taun antukmajai.
"
Achuar,"Tunau nepetkaru ainauka wína Yusru jeen painia nunisarang tuke jiintsuk nuni pujusartin ainawai. Tura wína Yusru naarincha ni namangken aatratnuitjai. Tura wína Yusru yaktarin Jerusalén yamaram aa nuka nayaimpinmaya taratnua nuna naarincha ni namangken aatratnuitjai. Tura wína naarun yamaram aa nuna ni namangkencha aatrartinuitjai.
"
Achuar,"“Nintimrataram. Aints ju nungkanam aa nuna mash sumak, pengké yuumatsuk pujayat, ni wakani tuke mengkakamtaikia, ¿itiurak tuke iwiaakusha pujusting? Tura aints nekas uwemratas wakerakka, tura tuke Yusnum pujustas wakerakka ¿warutam kuikianak akiimiak uwemratnuita?
"
Achuar,"Jesús ni kakarmarijai aints ainaun timiá untsuri tsuwaru asamtai, aints mash niin antingtai tusar wakeriarmiayi.
"
Achuar,"Tura Eliud Eleazaran yajutmarmiayi. Tura Eleazar Matánan yajutmarmiayi. Tura Matán Jacobon yajutmarmiayi.
"
Achuar,"Turinamtai Pedrosha uku nemaras, sacerdote apuri jeen jeamiayi. Tura jeanmaka waaitsuk wenuknumak waya, aanum Yus seatai jean wainin ainaujai pachinak jiin ayamak pujumiayi.
"
Achuar,"Tura arakchichu we, nungka pinakumar tepes, Yusen seak: “Apaachi, ame wakerakmeka, wi wait wajaktinka tsangkamrukaip. Turayat wi wakeramurka achati, antsu ame wakerame nuke ati,” Jesús timiayi.
"
Achuar,"Antsu chikich najanamu ainaukeka waitninatsui. Iisha nunisrik nukap waitnaji. Yuse Wakani iin pujurtamu wainiatrik, yamaisha wait wajayatrik, Yus ii namangken yapajiatin kinta nakaji. Tura Yuse uchiri asar Yusnum pujustin kinta nakaji.
"
Achuar,"Tura Yus chicharak: ‘Ame nungkarminia jiinkim, ami wearam ainau ukukim, chikich nungkanam wi inaktustatjame nuni weta,’ timiayi.
"
Achuar,"Antsu aints wína pachitas chikich aints antinamunam: Wikia Jesúsnauchuitjai taunka wisha nunisnak Yuse awemamuri antinamunam: Nuka wína aintsruchuitai titinuitjai.
"
Achuar,"Uchiru, wári winimnawaitkumka wári jiirita.
"
Achuar,"Ii juuntri Enoc Yusen nekasampita tinu asamtai, Yus nayaimpinam iwiakmiayi. Tura Yus niin jukin asamtai wainkacharmiayi. Tura asamtai Yuse chichame tu aarmawaitai: “Enoc nayaimpinam watsuk nungká pujusang Yusen pengker awajnuyayi.”
"
Achuar,"Tu iniam Jesús ayaak: —¿Ameka Israel ainau nuinichukitam? ¿Turayatmesha waruka wi taja nuka nekatsme?
"
Achuar,"Ii Apaachiri Yus tura ni uchiri Jesucristo nekas chichaman atumin nekamtikramau asa, ni anengkratairi atumniasha nekamtikramawarti tusan, tura atumniasha wait anentramrarti tusan, tura pengker nintimsaram angkan pujustinnasha suramsarti tusan aatjarme.
"
Achuar,"Yamaikia arut chichaman Moisés ii juuntri ainaun: Mash umirkataram tusa najanamia nuka tura Yus seatai juun jea tarach najanamunam Yusen searmia nuka yamaikia nintimrarmi.
"
Achuar,"Nunia Jesús ataksha iin chichartamak: “Atumka wína pachitsaram: Ju nungkanam pujuinau maanitsuk pengker nintimtunisar angkan pujusarat tusa tamiayi, tuuka nintimsairap. Wikia ju nungkanam tau asamtai, aints ainau maanikiartinuitai.
"
Achuar,"“Turamtai aints atumin chichartaminak: ‘Jiista, juwaitai Mesías,’ turaminamtaikia tura: ‘Ani Mesías pujawai,’ turaminamtaisha anturkairap.
"
Achuar,"Nu wishnuka ni apuri Sergio Paulojai tsanias pujuyayi. Tura nu apuka nintip asa, Yuse chichamen antuktas wakerimiayi. Tura asa: —Bernabésha, tura Saulosha tati, —tusa untsukmiayi.
"
Achuar,"Apu ainau ni takatrin takasarti tusar, ni aintsrin akupinak: Apu akiktaram tinamtaikia nakiarairap. Tura apu atumin mash takakmastaram tinamtaisha, nakimtsuk nu takatka takakmastaram. Juun apu chikich ainauncha: Apu ata tusa inaikiamu asamtai, pajakrum aitsuk umirkataram. Tura apu ainau Yus inaikiamu asaramtai, pengker awajsataram.
"
Achuar,"Nuka ningki nintimtumasar: Wikia apu nuwaria nunisnak yuumatsuk pujajai. Tura wajechuitjai. Tura asan waitka wajakchatatjai. Tura wikia miajuitjai tu nintimsar pujuinayat, ni pasé turamuri wararsarmia nujai metek wait wajakartin susataram.
"
Achuar,"Aints jakauka tunaunaka nintimtsui. Tura ni wakeramurincha najantsui. Iisha nusha nekaji. Tura Criston numi winangmanum maawarmau asa, Cristonu ainautikia yaanchuik pasé nintimtainka mengkatramkamiaji. Tura Cristo jarutramak, ii tunaurin japrutmau asamtai ¿itiur tunau inatiria nunisriksha pujustajik?
"
Achuar,"Tura asamtai Yus ni chichamen etserin ainaun akupkati tusaram Yus seataram, —Jesús turammiaji.
"
Achuar,"Tamati Juan Jesúsan chicharak: —Nuikiartinu, chikich aints amin naarmin pachis iwianchin jiiki akupausha wainkamji. Tura iijai tsanias wekaachu asamtai, iwianch jiikim akupkaip tusar suritkamji, —timiayi.
"
Achuar,"Tura nuna turakun, atum uwemrarume nunisarang wína wear jumchiksha nuna nekaawar uwemrarti tusan wakerajai.
"
Achuar,"Yus ni Uchirin aneau asa, ninu aa nuna mash inarti tusa akupkamiayi.
"
Achuar,"Yatsur ainautiram umaarutirmesha, atumka Cristonu asaram: Nuwa aishri jakamtai pachiatsua nunisrumek Moisésa chichamengka pachischatnuitrume. Cristo jaka nunia jakamunmaya nantakin asamtai, iikia Cristojai tsaningkiar Yus wakera nunisrik angkan Ni umirkatnuitji.
"
Achuar,"Tura nuna nangkamasnak ¿Cristonu ainau chikich chikich yaktanmasha itiur pujuinawak? tusan kintajai metek nintimnuyajai.
"
Achuar,"Jesús ni nuiniatiri doce (12) ainautin nuikiartutai chichaman akatamar umisu asa, nunia jiinki nu nungkanam yakat ainamunam aints ainaun nuiniartas tura Yuse chichamen etserkatas wemiayi.
"
Achuar,"Irau taamtaisha, wainchau ayatrumek pengker awajsataram. Nuka kajinmakirap. Yaanchuik Yuse awemamuri iraak taamtai, Yuse umirin ainau: Nuka Yuse awemamurintai tusar, nekainachiat pengker awajsarmiayi.
"
Afrikaans,"En Juda is voor Israel verslaan, en hulle het gevlug elkeen na sy tente toe.
"
Afrikaans,"as jy gaan lê, sal jy nie skrik nie, en lê jy, dan sal jou slaap soet wees.
"
Afrikaans,"En Levi het 'n groot feesmaal vir Hom in sy huis gegee; en daar was 'n groot menigte van tollenaars en ander wat saam met hulle aan tafel was.
"
Afrikaans,"En hulle het opgetrek en die land verken van die woestyn Sin af tot by Rehob, na die ingang van Hammat--
"
Afrikaans,"En Hy het hom in die dal in die land Moab, teenoor Bet-Peor, begrawe; en niemand het tot vandag toe sy graf geken nie.
"
Afrikaans,"en het gespeel op sy wêreldrond, en my verlustiginge was met die mensekinders.
"
Afrikaans,"Al die stede wat julle aan die Leviete gee, moet wees agt en veertig stede, hulle saam met hul weiveld.
"
Afrikaans,"Hulle tong is 'n moordpyl; dit spreek bedrog; met die mond spreek hulle van vrede met hul naaste, maar in hul binneste beraam hulle listige planne.
"
Afrikaans,"En die Jode, die leiers, honderd en vyftig man, sowel as die wat uit die heidene rondom ons na ons toe gekom het, was aan my tafel.
"
Afrikaans,"Toe sê die Here vir hom: Trek die skoene van jou voete af, want die plek waarop jy staan, is heilige grond.
"
Afrikaans,"Ek het gesê: Ek wil my weë bewaar, sodat ek nie sondig met my tong nie; ek wil my mond in toom hou solank as die goddelose nog voor my is.
"
Afrikaans,"by die reine rein; maar by die valse betoon U Uself verkeerd.
"
Afrikaans,"As hulle vir ons só sê: Staan stil totdat ons by julle kom! dan moet ons op ons plek bly staan en nie na hulle opklim nie.
"
Afrikaans,"wat die goedertierenheid bewaar vir duisende, wat ongeregtigheid en oortreding en sonde vergewe, maar nooit ongestraf laat bly nie; wat die ongeregtigheid van die vaders besoek aan die kinders en aan die kindskinders, aan die derde en aan die vierde geslag.
"
Afrikaans,"God het gespreek in sy heiligdom: Ek wil jubel, Ek wil Sigem verdeel en die dal van Sukkot afmeet.
"
Afrikaans,"As julle in My bly en my woorde in julle, sal julle vra net wat julle wil hê, en julle sal dit verkry.
"
Afrikaans,"Hoe lank sal die goddelose, o HERE, hoe lank sal die goddelose jubel?
"
Afrikaans,"Hieroor het baie van sy dissipels teruggegaan en nie meer saam met Hom gewandel nie.
"
Afrikaans,"Kyk, dit is aan die vuur oorgegee om verteer te word; as die vuur sy twee ente verteer het en sy middelste stuk geskroei is, sal dit deug vir 'n stuk werk?
"
Afrikaans,"toe Hy die wolke daarbo bevestig het, toe die bronne van die wêreldvloed sterk geword het;
"
Afrikaans,"Elke weg van 'n mens is reg in sy oë, maar die HERE toets die harte.
"
Afrikaans,"omdat hulle, alhoewel hulle God geken het, Hom nie as God verheerlik of gedank het nie; maar hulle het dwaas geword in hul oorlegginge, en hul onverstandige hart is verduister.
"
Afrikaans,"En die HERE God bou die rib wat Hy van die mens geneem het, tot 'n vrou en bring haar na die mens.
"
Afrikaans,"hulle grondgebied was: van Mahanáim af, die hele Basan, die hele koninkryk van Og, die koning van Basan, en al die Jaïrsdorpe in Basan, sestig stede;
"
Afrikaans,"En ek het 'n groot stem uit die hemel hoor sê: Kyk, die tabernakel van God is by die mense, en Hy sal by hulle woon, en hulle sal sy volk wees; en God self sal by hulle wees as hulle God.
"
Afrikaans,"Ek het hom na julle gestuur juis hiervoor, om julle toestande te leer ken en julle harte te vertroos,
"
Afrikaans,"en die potte en die skoppe en die komme: al hierdie voorwerpe wat Hiram vir koning Salomo in die huis van die HERE gemaak het, was van gepolyste koper.
"
Afrikaans,"Julle mag daar ook niks van laat oorbly tot die môre toe nie; maar wat daarvan tot die môre oorbly, moet julle met vuur verbrand.
"
Afrikaans,"Toe is die vier engele losgemaak wat gereed gehou was vir die uur en dag en maand en jaar, om 'n derde van die mense dood te maak.
"
Afrikaans,"As jy deur die water gaan, is Ek by jou; en deur die riviere--hulle sal jou nie oorstroom nie; as jy deur vuur gaan, sal jy jou nie skroei nie, en die vlam sal jou nie brand nie.
"
Afrikaans,"Maar hy antwoord: U mag nie verslaan nie. Sou u dan verslaan die wat u met u swaard en u boog as gevangenes weggevoer het? Sit aan hulle brood en water voor, dat hulle kan eet en drink en na hulle heer kan trek.
"
Afrikaans,"En Jesus sê vir hulle: My kinders, het julle nie iets om te eet nie? Hulle antwoord Hom: Nee.
"
Afrikaans,"Toe draai hy hom van hulle af weg en ween. Daarna het hy na hulle teruggegaan en met hulle gespreek; en hy het Símeon onder hulle uitgeneem en hom voor hulle oë gebind.
"
Afrikaans,"Toe het Hanna gebid en gesê: My hart jubel in die HERE, my horing is hoog in die HERE; my mond is wyd oop oor my vyande, want ek verheug my in u verlossing.
"
Afrikaans,"Samek. Wyk af van wat verkeerd is, en doen wat goed is; soek die vrede en jaag dit na.
"
Afrikaans,"Maar dit verklaar ek, broeders, dat vlees en bloed die koninkryk van God nie kan beërwe nie; ook beërwe die verganklikheid nie die onverganklikheid nie.
"
Afrikaans,"En Jesus antwoord en sê vir hulle: Dink julle dat hierdie Galiléërs groter sondaars was as al die Galiléërs, omdat hulle sulke dinge gely het?
"
Afrikaans,"Toe hy ons dan in Assus ontmoet, het ons hom aan boord geneem en by Mitiléne gekom.
"
Afrikaans,"van sonde, omdat hulle in My nie glo nie;
"
Afrikaans,"Daarom moet die vrou 'n aanduiding van gesag op die hoof hê ter wille van die engele.
"
Aguaruna,"Nuaduí yatsug aidauh, ubag aidauwah, atum Apajuí mina aentsug atinme tusa etejamu aidautigmek, Kristu Jisus Apajuí awemamu, nuigtú nigki Sumo sacerdoteya duke puyatjusjum anentaimtitajum. See tajai jutiishkam niinig kajintsá anentaimu asaja ni pachisa etsegtuinag duwi.
"
Aguaruna,"Duwi Apajuí see tusa ashí ii yuwamuk iinishkam pegkejai, ni pegkejai tiu asamtai.
"
Aguaruna,"Tuja ni takasbauji esagkamuk wainak juwaktinai; nuniaigkish niig uwemjatnai, jega esatai jiinmaina numamtuk.
"
Aguaruna,"Tima Jisusan jegajiag ujakaju, nuninak: —Au capitanik dekas wait aneasam yaimainaitme.
"
Aguaruna,"Tuja Apajuí pujusá inamjatnujiya duka makichkish umuchiam achatin asamtai, see tiagmi Apajuí ju pachisa. Nuniaku shiig puyatjusa, aneasa emematiagmi, niinak ju shiig awagbau asamtai.
"
Aguaruna,"Nunikan tumig tsawagmatai pujai, Wakaní Pegkejiya nunú mina tajutiu asa, mina ukujui trompeta umpuam shinuwama imatun antumtijukmayi.
"
Aguaruna,"Timatai veinticuatro apu aidau cuatro iwaaku aidaujai, Apajuí niina ekeemtaijin eketun tikishmatjag tsuntsumawag nijayin nugkan antig pujusag emematuinak: “¡Yajautsui! Aatus atí”, tiagmayi.
"
Aguaruna,"Jerusalén pujusan Siria nugkanum nagkaemakiuwaitjai, Sirianmayan weuwaitjai Cilicia nugkanmashkam.
"
Aguaruna,"Juna ashí jintinkagtua ashimak: “Dita antutaiji ajamuk antuktinme”, tiuwai.
"
Aguaruna,"Nunik aentsun aujus ukuak mujanum wakauwai Apajin ausatatus.
"
Aguaruna,"Nuna dutika ukuak Jisusak yaakat Jericó wayaa nagkaebau.
"
Aguaruna,"Nunikag yaakat Perge jegawag chichaman etsegkag ukuinak, Atalianum jegawajui.
"
Aguaruna,"Nunú iina muunji nunikajua duka, jutiin iwaintugmaji. Nuaduí yamai tsawan inagnamunum batsatainag nunú aidautin, ditash nunikainum tusa anemtijamak agagbauwai.
"
Aguaruna,"Nuniai Pablok Silasan juki, Jisusa nemajin aidau: —Apu Jisus yaimpamunum wekaesatajum, —tusa shiig akatjajam, nuwiya jiinkiag,
"
Aguaruna,"Jisus ditan iniak: —¿Jusha atumesh wajuk anentaimtagme? Aents uchijí jimag ajujakuí, nunin makichik uchijiya nuna chichajak: ‘Uchuchih, uva ajakbauwa nui weme takastá’, tiuwai.
"
Aguaruna,"Yamaik Jerusalén wegajai, Wakaní Pegkeji awetau asamtai, awish utugtukagtig nunash dekatsuk wegajai.
"
Aguaruna,"Maake yamaik, yaunchuk Apajuí nemagchau asagmek, atum pegkegchau wakegamu wakejusjum takaakjum, tsanijimta duke tunamatjajum batsamtakjum, umutchakam imanik nampektasajum umakjum, nampekjumesh jiyá jiyanitjai yu wajakuitjume, nuniakjum Apajuí dakitamua nunú apajimat batsamtujakuitjum duka idaisatajum.
"
Aguaruna,"Tujash ju pegkeg ajutjamui, wi Nicolaíta aidau takatjin dakitag nunisjumek atumshakam dakitajum nunú.
"
Aguaruna,"Tutai Jisus wait anenmain diis chichajak: —Makichik umimain ajutjame: Wetá nunikam ashí amina ajutjamaina duka sujukam ujunauch aina nu susata. Nu dutikawamin nayaimpinum wajigmik ajutjamtinai. Nu dutika ukuakum waitiakmesh atsanjam nemagtukta, —tiuwai.
"
Aguaruna,"Nunú wait anenjá etegjamu aidautik, jutii pegkeg takasbaujinig etegjamu ainatsji, wagki aents pegkeg takasbaujin diigsá etegtaiyaitkuig, Apajuí wait anenkagtutaijig atsumainai.
"
Aguaruna,"¡Apajuik jakau aidaun Apajuijinchui, iwaaku aina nuna Apajuijiyai! Nunin aig atumek shiig kuashat dewagme, —tiuwai.
"
Aguaruna,"Nunin asamtai jujú tawa duka umiktajum. Wagki atumek dekagme Kristu juwi taatnuji tsawantak namput wajaschae, jutii yama Kristu nemagkau aayag duwik imá dukap aayi. Tujash yamaik tsawantak tikima shiig jegawai, Apajuí uwemtijamjatna duka. Nuniau asamtai atumshakam kajinkagmek batsamigpajum aneaku batsamsatajum.
"
Aguaruna,"Nuna tusa inagnaku ai Jisusa yachi aidau dukujijai kautuawaju, nunikag agaag ijuntsag anuí ujatjuktajum tiajui.
"
Aguaruna,"Nunú tsawantai Yamajam chicham pachisa kuashat pampandayamu asauwai.
"
Aguaruna,"Aneaku niimkau atajum, atumi shiwajum iwanchia duka pegkegchaun takamtijamsatatus, ikamyawa kajeak shinuwama imatak teentugmawai.
"
Aguaruna,"¿Atumesh wajupatigmea, tikich esajam aina ibau wisha atajai tusajum senchi anentaimtú pujakjumesh esaumainaitjume?
"
Aguaruna,"Apajuik, makí makichik aents wajuk takasaje, nuna diijus dutiksag susatnai.
"
Aguaruna,"“Wika ju nugka juwig waitkajus mantuawagmatai, mina nemagtuidauk Wakaní Pegkeji jukitnume, nunitai tikich mina dakitjuidaunak Apajuí jiiyai suwimkan susatnume tusan tauwaitjai. Nuniau asan, ¡wika wakegajai itugsag waamak nu uminkaja tusan!
"
Aguaruna,"Nuninak ashí nugkanmaya aents aidauk shiig aneas dakujuinak, pempeentunikiag anenjauch wajichin sudayagtinuyi. Wagki nu jimag Apajuí etsegtin aina nunú chichagkagtiagtai, tutitag dekapejakú asag.
"
Aguaruna,"Nuniau asamtai ashí tikich aidaujaish agkan pujuinaku, pempentunisaik Kristuwai kajintsá anentaimat ichichtunimainaitji.
"
Aguaruna,"Tujash wajumak aents fariseo aidaun jegajuawag, Jisus dutikamun pachis ujakajui.
"
Aguaruna,"Ame: Wika ashí yutai aidaunak kajintsan yumainaitjai, tame duka Apajuí emtinish pegkejai. Aents juna yuwanush pegkegchauk wemaitsujapi tusa anentaimtutsuk yuwaushkam, shiig aneas yumainai.
"
Aguaruna,"Jisusa nemajuidaun diin aidauk, nuna nunikchama tusaish augmatchatai amainai, makichik nuwentin, uchijí aidaushkam Apajuí nemajin, chichaman intimkichaju, pegkegchaunum augmatchatai amain ainawai.
"
Aguaruna,"Agagbaunum chichaak: “Ujunauch aidaun kuashat susaja nunak, Apajuik kajimatjukchatnai dita pegkeg dutikamujiya nunak”, tawai.
"
Aguaruna,"Jutiik Caín iwanch wakejamun umiau asa, yachin mauwa nuninuk amaitsuji. ¿Wagka mauwaita? Caín ni takaamua duka pegkegchau asamtai, ni yachi imá pegkejan takatai kajejak mauwai.
"
Aguaruna,"Dutikamtai aents aidauk shiig ishamainun esagmayi. Imaninakush pegkegchaujin idaisag Apajuin ememattsuk, Apajuí senchigtin asa nuna imatikaunash ayatak pegkegchaunak chichajiagmayi.
"
